Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"LA Dombrovsky, LA Dombrovsky","Visual Map Navigation",,"thermopedia.com","","http://thermopedia.com/jp/content/141/","",562,"2018-12-02","HTML","","","",,,,,0,0.00,0,2,
0,"Y Ma","Study of Dynamics and Nanoscale Heat Transfer of Head Disk Interface in Hard Disk Drives",2018,"","escholarship.org","https://escholarship.org/uc/item/4k99w9s9","",563,"2018-12-02","","","","",,,,,0,0.00,0,1,1
0,"G Tang, HH Yap, J Ren, JS Wang","Near-field radiative heat transfer in the presence of edge states",2018,"arXiv preprint arXiv:1809.08829","arxiv.org","https://arxiv.org/abs/1809.08829","",564,"2018-12-02","","","","",,,,,0,0.00,0,4,1
0,"E Nefzaoui, Y Ezzahri, J Drevillon…","On optimal optical properties for near-field radiative heat transfer maximization between two semi-infinite planes at room temperature",2013,"ICHMT DIGITAL …","dl.begellhouse.com","http://www.dl.begellhouse.com/references/1bb331655c289a0a,6517a5987182b417,0ed34d5e53c690ca.html","",565,"2018-12-02","","","","",,,,,0,0.00,0,4,5
0,"S Shen, A Narayanaswamy…","Near-Field Radiation Between a Sphere and Substrates of Different Materials",2008,"… with the Heat …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1626946","",566,"2018-12-02","","","","",,,,,0,0.00,0,3,10
0,"P Ben-Abdallah, SA Biehs, RF SS","Nanoscale Radiative Heat Transfer and its applications",2011,"","hal-iogs.archives-ouvertes.fr","https://hal-iogs.archives-ouvertes.fr/docs/00/64/93/48/PDF/Book_chapter.pdf","",567,"2018-12-02","PDF","","","",,,,,0,0.00,0,3,7
0,"JS Wang, J Peng","Capacitor physics in ultra-near-field heat transfer",2017,"EPL (Europhysics Letters)","iopscience.iop.org","http://iopscience.iop.org/article/10.1209/0295-5075/118/24001/meta","",568,"2018-12-02","","","","",,,,,0,0.00,0,2,1
0,"S Xiong","Physical nanoscale analysis of heat transfer in defective nanowires",2014,"","theses.fr","https://www.theses.fr/2014ECAP0054","",569,"2018-12-02","","","","",,,,,0,0.00,0,1,4
1,"K Sasihithlu, JB Pendry, RV Craster","Van der Waals Force Assisted Heat Transfer",2017,"Zeitschrift für Naturforschung A","degruyter.com","https://www.degruyter.com/view/j/zna.2017.72.issue-2/zna-2016-0361/zna-2016-0361.xml","https://scholar.google.com/scholar?cites=3926785465322193990&as_sdt=5,33&sciodt=0,33&hl=en&num=20",570,"2018-12-02","","","","",,,,,1,1.00,0,3,1
1,"GV Dedkov, AA Kyasov","On thermal vacuum radiation of nanoparticles and their ensembles",2014,"Physica B: Condensed Matter","Elsevier","https://www.sciencedirect.com/science/article/pii/S0921452613006303","https://scholar.google.com/scholar?cites=17527307949483985971&as_sdt=5,33&sciodt=0,33&hl=en&num=20",571,"2018-12-02","HTML","","","",,,,,1,0.25,1,2,4
0,"D Ding","Nanoscale Thermal Transport with Photons and Phonons",2017,"","thesis.library.caltech.edu","http://thesis.library.caltech.edu/10006","",572,"2018-12-02","","","","",,,,,0,0.00,0,1,1
0,"PF Baldasaro, JF Beausang","Physical Basis for the Maximum Thermal Radiation Emission between Materials",2003,"","osti.gov","https://www.osti.gov/biblio/821375","",573,"2018-12-02","","","","",,,,,0,0.00,0,2,15
0,"KF Prussing","An investigation of surface shape effects on near-field radiative transfer",2015,"","smartech.gatech.edu","https://smartech.gatech.edu/handle/1853/54321","",574,"2018-12-02","","","","",,,,,0,0.00,0,1,3
0,"K Karrai, L Duraffourg","Systemes Nano Electro Mechanique et Interactionsa l'échelle nanometrique",2010,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.413.4371&rep=rep1&type=pdf","",575,"2018-12-02","PDF","","","",,,,,0,0.00,0,2,8
2,"RM Abraham Ekeroth, P Ben-Abdallah…","Anisotropic Thermal Magnetoresistance for an Active Control of Radiative Heat Transfer",2018,"ACS …","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acsphotonics.7b01223","https://scholar.google.com/scholar?cites=4890188042141634262&as_sdt=5,33&sciodt=0,33&hl=en&num=20",576,"2018-12-02","","","","",,,,,2,2.00,1,3,1
0,"K Joulain","Near Field Heat Transfer: Where Radiation Becomes Conduction",2008,"Journal of Computational and Theoretical …","ingentaconnect.com","https://www.ingentaconnect.com/content/asp/jctn/2008/00000005/00000002/art00008","",577,"2018-12-02","","","","",,,,,0,0.00,0,1,10
0,"LC Lapas, A Pérez-Madrid, JM Rubí","Nonresonant contributions to energy transfer through micron-size gaps between neighboring nanostructures",2011,"arXiv preprint arXiv:1106.4259","arxiv.org","https://arxiv.org/abs/1106.4259","",578,"2018-12-02","","","","",,,,,0,0.00,0,3,7
0,"AM Arévalo","Interacción de luz y materia en la nanoescala",2013,"","eprints.ucm.es","http://eprints.ucm.es/23505/1/T34900.pdf","",579,"2018-12-02","PDF","","","",,,,,0,0.00,0,1,5
0,"A Ueno, Y Suzuki","Design and analysis of micro thermal switch using the near-field effect for space applications",2018,"International Journal of Thermal Sciences","Elsevier","https://www.sciencedirect.com/science/article/pii/S1290072917314199","",580,"2018-12-02","HTML","","","",,,,,0,0.00,0,2,1
0,"OD Miller, AW Rodriguez…","Upper limits to near-field radiative heat transfer: generalizing the blackbody concept",2016,"Active Photonic Materials …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9920/99200B/Upper-limits-to-near-field-radiative-heat-transfer--generalizing/10.1117/12.2240718.short","",581,"2018-12-02","","","","",,,,,0,0.00,0,3,2
0,"Y Zheng, A Ghanekar","FLUCTUATION-INDUCED RADIATIVE HEAT TRANSFER AND VAN DER WAALS FORCE FOR SPHERICAL SHAPES",2015,"ASTFE Digital Library","dl.astfe.org","http://dl.astfe.org/conferences/tfesc,239e6f57435f71d1,75093bcf594ac619.html","",582,"2018-12-02","","","","",,,,,0,0.00,0,2,3
0,"P Reddy, E Meyhofer","Enhancement of near-field radiative heat transfer using polar dielectric thin films",2015,"","uam.es","https://www.uam.es/proyectosinv/plasmonq/pdfs/106.pdf","",583,"2018-12-02","PDF","","","",,,,,0,0.00,0,2,3
1,"J Peng, JS Wang","Current-Induced Heat Transfer in Double-Layer Graphene",2018,"arXiv preprint arXiv:1805.09493","arxiv.org","https://arxiv.org/abs/1805.09493","https://scholar.google.com/scholar?cites=13697443783315366057&as_sdt=5,33&sciodt=0,33&hl=en&num=20",584,"2018-12-02","","","","",,,,,1,1.00,1,2,1
0,"W Tan, C Fu","Near-Field Radiative Heat Transfer Between Materials With Dielectric Coatings",2008,"2008 Second International …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1622939","",585,"2018-12-02","","","","",,,,,0,0.00,0,2,10
0,"C Khandekar, A Pick, SG Johnson, AW Rodriguez","Fluctuation–dissipation theorem and radiative heat transfer in nonlinear Kerr media",,"researchgate.net","","https://www.researchgate.net/profile/Adi_Pick/publication/263163616_Radiative_heat_transfer_in_nonlinear_Kerr_media/links/5721e2ed08ae80636185c2ff/Radiative-heat-transfer-in-nonlinear-Kerr-media.pdf","",586,"2018-12-02","PDF","","","",,,,,0,0.00,0,4,
0,"CC Khandekar","Nonlinear Radiation at the Nanoscale",2018,"","search.proquest.com","http://search.proquest.com/openview/e669cd1478b33d52690488896be1df4a/1?pq-origsite=gscholar&cbl=18750&diss=y","",587,"2018-12-02","","","","",,,,,0,0.00,0,1,1
1,"N Gu, K Sasihithlu…","Measurement of Near Field Radiation Between a Microsphere and an Infinite Plane With Improved Optical Beam",2012,"ASME 2012 …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1716021","https://scholar.google.com/scholar?cites=13524672139735372078&as_sdt=5,33&sciodt=0,33&hl=en&num=20",588,"2018-12-02","","","","",,,,,1,0.17,0,3,6
0,"MP Mengüç","A Prelude to the Fundamentals and Applications of Radiation Transfer",2017,"Handbook of Thermal Science and Engineering","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-32003-8_55-1.pdf","",589,"2018-12-02","","","","",,,,,0,0.00,0,1,1
0,"M Bakhshi Zanjani","Computational Modeling of Nanocrystal Superlattices",2014,"","repository.upenn.edu","https://repository.upenn.edu/edissertations/1201/","",590,"2018-12-02","","","","",,,,,0,0.00,0,1,4
0,"K Sasihithlu","A theoretical study on the effect of curvature on near-field radiative transfer",2014,"","core.ac.uk","http://core.ac.uk/download/pdf/27298007.pdf","",591,"2018-12-02","BOOK","","","",,,,,0,0.00,0,1,4
5,"A Fiorino, L Zhu, D Thompson, R Mittapally…","Nanogap near-field thermophotovoltaics",2018,"Nature …","nature.com","https://www.nature.com/articles/s41565-018-0172-5","https://scholar.google.com/scholar?cites=1364044408093112541&as_sdt=5,33&sciodt=0,33&hl=en&num=20",592,"2018-12-02","","","","",,,,,5,5.00,1,5,1
0,"R Messina, SA Biehs, T Ziehm, A Kittel…","Heat transfer between two metals through subnanometric vacuum gaps",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1810.02628","",593,"2018-12-02","","","","",,,,,0,0.00,0,5,1
0,"H Salihoglu, X Xu","Near-field radiative heat transfer enhancement using natural hyperbolic material",2019,"Journal of Quantitative Spectroscopy and Radiative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407318304965","",594,"2018-12-02","HTML","","","",,,,,0,0.00,0,2,1
0,"JZJ Lau","Optical, electrical and thermal responses of near-field thermophotovoltaic cells for thermal energy conversion",2018,"","researchbank.swinburne.edu.au","https://researchbank.swinburne.edu.au/items/6177142e-1771-428e-b45b-8943f6f76f1b/1/","",595,"2018-12-02","","","","",,,,,0,0.00,0,1,1
0,"GC MAHAN","Losses in Plasmonics: from mitigating energy dissipation to embracing loss-enabled functionalities",,"researchgate.net","","https://www.researchgate.net/profile/Svetlana_Boriskina/publication/320517428_Losses_in_plasmonics_From_mitigating_energy_dissipation_to_embracing_loss-enabled_functionalities/links/59e97360a6fdccfe7fe83454/Losses-in-plasmonics-From-mitigating-energy-dissipation-to-embracing-loss-enabled-functionalities.pdf","",596,"2018-12-02","PDF","","","",,,,,0,0.00,0,1,
0,"Y Zhang, CH Wang, HL Yi, HP Tan","Multiple surface plasmon polaritons mediated near-field radiative heat transfer between graphene/vacuum multilayers",2018,"Journal of Quantitative Spectroscopy …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407318304850","",597,"2018-12-02","HTML","","","",,,,,0,0.00,0,4,1
0,"AER López, PM Poggi, FC Lombardo, V Giannini","Landauer's formula breakdown for radiative heat transfer and nonequilibrium Casimir forces",2018,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.97.042508","",598,"2018-12-02","","","","",,,,,0,0.00,0,4,1
0,"AI Volokitin","Singular Resonance in Fluctuation-Induced Electromagnetic Phenomena at the Rotation of a Nanoparticle near the Surface of a Condensed Medium",2018,"JETP Letters","Springer","https://link.springer.com/article/10.1134/S0021364018140138","",599,"2018-12-02","","","","",,,,,0,0.00,0,1,1
0,"T Sadi, J Oksanen, J Tulkki","Optimized plasmonic light emission enhancement in III-N quantum-well emitters",2015,"Physics and Simulation of …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9357/93570J/Optimized-plasmonic-light-emission-enhancement-in-III-N-quantum-well/10.1117/12.2079044.short","",600,"2018-12-02","","","","",,,,,0,0.00,0,3,3
0,"L Zhao, Q Zheng, H Ouyang, H Li, L Yan, B Shi, Z Li","Nano Energy",2016,"","chem.xmu.edu.cn","http://chem.xmu.edu.cn/group/yangyong/template/default/images/pdf/2016/zhaowengao.pdf","",601,"2018-12-02","PDF","","","",,,,,0,0.00,0,7,2
0,"A Narayanaswamy","A Generalized Landauer Formalism of Nanoscale Thermal Radiative Transfer",2012,"ASME 2012 …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1716027","",602,"2018-12-02","","","","",,,,,0,0.00,0,1,6
0,"GV Dedkov, AA Kyasov","Radiative heat exchange of spherical particles with plates of a metal and an insulator",2011,"Physics of the Solid State","Springer","https://link.springer.com/article/10.1134/S1063783411040123","",603,"2018-12-02","","","","",,,,,0,0.00,0,2,7
0,"Y Xian, P Zhang, S Zhai, P Yang, Z Zheng","Re-estimation of thermal contact resistance considering near-field thermal radiation effect",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1809.09277","",604,"2018-12-02","","","","",,,,,0,0.00,0,5,1
0,"A Wang, Y Xuan","Near-Field Radiative Thermal Control of a Metal Structure With Graphene",2016,"ASME 2016 5th International …","… .asmedigitalcollection.asme.org","https://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleID=2503906","",605,"2018-12-02","","","","",,,,,0,0.00,0,2,2
2,"G Tang, JS Wang","Heat transfer statistics in extreme-near-field radiation",2018,"arXiv preprint arXiv:1806.04366","arxiv.org","https://arxiv.org/abs/1806.04366","https://scholar.google.com/scholar?cites=13002242617682876244&as_sdt=5,33&sciodt=0,33&hl=en&num=20",606,"2018-12-02","","","","",,,,,2,2.00,1,2,1
0,"J Xu, R Möller, K Läuger, K Dransfeld…","On the Energy Dissipation in Field Emission and Tunneling Microscopy",1993,"… and Manipulation of …","Springer","https://link.springer.com/chapter/10.1007/978-94-011-1729-6_8","",607,"2018-12-02","","","","",,,,,0,0.00,0,5,25
0,"J Dai","Near-Field Radiative Heat Transfer between Plasmonic Nanostructures",2016,"","diva-portal.org","http://www.diva-portal.org/smash/record.jsf?pid=diva2:1044858","",608,"2018-12-02","HTML","","","",,,,,0,0.00,0,1,2
0,"Z Yu, N Sergeant, TSG Zhang, H Wang…","Thermal extraction: enhancing thermal emission of finite size macroscopic blackbody to far-field vacuum",2012,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1211.0653","",609,"2018-12-02","","","","",,,,,0,0.00,0,5,6
0,"GV Dedkov, AA Kyasov, EG Dedkova…","Radiative properties of the heated nanotips in close vicinity to the sample surface in vacuum",2006,"… Devices, and Systems …","spiedigitallibrary.org","https://www.spiedigitallibrary.org/conference-proceedings-of-spie/6180/618028/Radiative-properties-of-the-heated-nanotips-in-close-vicinity-to/10.1117/12.675859.short","",610,"2018-12-02","","","","",,,,,0,0.00,0,4,12
0,"R Won","Optical manipulation: Nanopatterning made easy",2009,"Nature Photonics","nature.com","https://www.nature.com/nphoton/journal/v3/n9/full/nphoton.2009.149.html","",611,"2018-12-02","","","","",,,,,0,0.00,0,1,9
0,"BJ Lee, ZM Zhang","Energy Streamlines in Near-Field Thermal Radiation",2008,"ASME 2008 First …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1622531","",612,"2018-12-02","","","","",,,,,0,0.00,0,2,10
1,"C Lin, B Wang, KH Teo, Z Zhang","A coherent description of thermal radiative devices and its application on the near-field negative electroluminescent cooling",2018,"Energy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0360544218300057","https://scholar.google.com/scholar?cites=12975587994985975673&as_sdt=5,33&sciodt=0,33&hl=en&num=20",613,"2018-12-02","HTML","","","",,,,,1,1.00,0,4,1
0,"A Reiser, L Schächter","Enhanced Emission of Thermal Radiation due to Geometric Effects",2012,"","webee.eedev.technion.ac.il","http://webee.eedev.technion.ac.il/wp-content/uploads/2014/08/publication_618.pdf","",614,"2018-12-02","PDF","","","",,,,,0,0.00,0,2,6
0,"CH Kumar, AK Panigrahi, P Supraja, N Paul, SG Singh","Facile approach of enhanced heat mitigation between 3D stacked layers by Introducing a sub-micron thick heat spreading materials",,"researchgate.net","","https://www.researchgate.net/profile/C_Hemanth_Kumar/publication/322404921_Facile_approach_of_enhanced_heat_mitigation_between_3D_stacked_layers_by_introducing_a_sub-micron_thick_heat_spreading_materials_Extended_Abstract_of_the_49th_International_Conference_on_Solid_State_D/links/5a7a04a745851541ce5e6da2/Facile-approach-of-enhanced-heat-mitigation-between-3D-stacked-layers-by-introducing-a-sub-micron-thick-heat-spreading-materials-Extended-Abstract-of-the-49th-International-Conference-on-Solid-State.pdf","",615,"2018-12-02","PDF","","","",,,,,0,0.00,0,5,
0,"A Yuksel","Design, characterization and optimization of high-efficiency thermophotovoltaic (TPV) device using near-field thermal energy conversion",2013,"","repositories.lib.utexas.edu","https://repositories.lib.utexas.edu/handle/2152/23871","",616,"2018-12-02","","","","",,,,,0,0.00,0,1,5
0,"Y Huang","Electrically-tunable near-field heat transfer with ferroelectric materials",2014,"","dspace.mit.edu","https://dspace.mit.edu/handle/1721.1/92139","",617,"2018-12-02","","","","",,,,,0,0.00,0,1,4
1,"JS Wang, ZQ Zhang, JT Lü","Coulomb force mediated heat transfer in the near field-geometric effect",2018,"arXiv preprint arXiv:1803.01479","arxiv.org","https://arxiv.org/abs/1803.01479","https://scholar.google.com/scholar?cites=4672324830628944382&as_sdt=5,33&sciodt=0,33&hl=en&num=20",618,"2018-12-02","","","","",,,,,1,1.00,0,3,1
1,"H Simchi","Graphene-based three-body amplification of photon heat tunneling",2017,"Journal of Applied Physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.4977698","https://scholar.google.com/scholar?cites=16563980690663179649&as_sdt=5,33&sciodt=0,33&hl=en&num=20",619,"2018-12-02","","","","",,,,,1,1.00,1,1,1
0,"AI Volokitin, BNJ Persson","Theory of Noncontact Friction",2007,"Fundamentals of Friction and Wear","Springer","https://link.springer.com/content/pdf/10.1007/978-3-540-36807-6_19.pdf","",620,"2018-12-02","","","","",,,,,0,0.00,0,2,11
0,"N Zhou","Optical nano-apertures for near and far field applications",2015,"","search.proquest.com","http://search.proquest.com/openview/dc2659b20ec2d377423c17f4ae0e5a2d/1?pq-origsite=gscholar&cbl=18750&diss=y","",621,"2018-12-02","","","","",,,,,0,0.00,0,1,3
0,"I Latella","Statistical thermodynamics of long-range interacting systems and near-field thermal radiation",2016,"","diposit.ub.edu","http://diposit.ub.edu/dspace/handle/2445/107036","",622,"2018-12-02","","","","",,,,,0,0.00,0,1,2
2,"K Chen, B Zhao, S Fan","MESH: A free electromagnetic solver for far-field and near-field radiative heat transfer for layered periodic structures",2018,"Computer Physics Communications","Elsevier","https://www.sciencedirect.com/science/article/pii/S0010465518301486","https://scholar.google.com/scholar?cites=17643483122430488916&as_sdt=5,33&sciodt=0,33&hl=en&num=20",623,"2018-12-02","HTML","","","",,,,,2,2.00,1,3,1
0,"JP Mulet, R Carminati, JJ Greffet","RADIATIVE HEAT TRANSFER BETWEEN A SMALL PARTICLE AND A SURFACE AT NANOMETRIC DISTANCES",2001,"ICHMT DIGITAL LIBRARY …","dl.begellhouse.com","http://www.dl.begellhouse.com/references/1bb331655c289a0a,4d127640467b6621,19cc4bd34a509d8c.html","",624,"2018-12-02","","","","",,,,,0,0.00,0,3,17
0,"R Messina","Sharing Heat in the Near Field",2015,"Physics","APS","https://physics.aps.org/articles/v8/109","",625,"2018-12-02","HTML","","","",,,,,0,0.00,0,1,3
0,"H Iizuka, S Fan","Thermal rectification device",2017,"US Patent 9,791,183","Google Patents","https://patents.google.com/patent/US9791183B2/en","",626,"2018-12-02","","","","",,,,,0,0.00,0,2,1
0,"SA Biehs, M Tschikin, R Messina…","Super-Planckian near-field heat transfer",2013,"… in Microwaves and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6809117/","",627,"2018-12-02","","","","",,,,,0,0.00,0,4,5
0,"SV Rotkin","Charge Transport and Heat Dissipation in Nanotube Heterogeneous Electronics: Problem or Solution?",2005,"IEEE Transactions on Nanotechnology","","","",628,"2018-12-02","CITATION","","","",,,,,0,0.00,0,1,13
0,"K Sasihithlu","A coupled harmonic oscillator model to describe the near-field radiative heat transfer between nanoparticles and planar surfaces",2018,"arXiv preprint arXiv:1810.02548","arxiv.org","https://arxiv.org/abs/1810.02548","",629,"2018-12-02","","","","",,,,,0,0.00,0,1,1
0,"B Guha, C Otey, CB Poitras, S Fan…","Non-contact cooling using radiative heat transfer at nanoscale gaps",2012,"Lasers and Electro …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6326980/","",630,"2018-12-02","","","","",,,,,0,0.00,0,5,6
0,"MB Zanjani","Computational modeling of nanocrystal superlattices",2014,"","search.proquest.com","http://search.proquest.com/openview/9540e9600164da642bcc50f1e0dc653e/1?pq-origsite=gscholar&cbl=18750&diss=y","",631,"2018-12-02","BOOK","","","",,,,,0,0.00,0,1,4
0,"T Inoue, T Asano, S Noda","Spectral control of near-field thermal radiation via photonic band engineering of two-dimensional photonic crystal slabs",2018,"Optics Express","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=oe-26-24-32074","",632,"2018-12-02","","","","",,,,,0,0.00,0,3,1
0,"K Sasihithlu, A Naryanaswamy","Surface-phonon polariton mediated radiative transfer between two dielectric spheres",2013,"CLEO: Applications and …","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=CLEO_AT-2013-JTu4A.66","",633,"2018-12-02","","","","",,,,,0,0.00,0,2,5
0,"I Latella, O Marconot, L Fréchette, J Sylvestre…","Dynamical response of a radiative thermal transistor based on suspended insulator-metal transition membranes",2018,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1809.08825","",634,"2018-12-02","","","","",,,,,0,0.00,0,5,1
1,"JH Jiang, JS Wang","Caroli formalism in near-field heat transfer between parallel graphene sheets",2017,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.96.155437","https://scholar.google.com/scholar?cites=5293506354808491989&as_sdt=5,33&sciodt=0,33&hl=en&num=20",635,"2018-12-02","","","","",,,,,1,1.00,1,2,1
0,"H Prod'Homme, J Ordonez-Miranda, Y Ezzahri…","VO 2-based radiative thermal transistor in the static regime",2017,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/1710.10332","",636,"2018-12-02","","","","",,,,,0,0.00,0,4,1
0,"XJ Yi, XJ Hong, K Shehzad, TB Wang…","Near-field radiative heat transfer between black phosphorus and graphene sheet",2018,"Materials Research …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/2053-1591/aaed94/meta","",637,"2018-12-02","","","","",,,,,0,0.00,0,5,1
0,"H Simchi","Tunable free energy and heat flux between two-dimensional materials",2017,"arXiv preprint arXiv:1701.03954","arxiv.org","https://arxiv.org/abs/1701.03954","",638,"2018-12-02","","","","",,,,,0,0.00,0,1,1
5,"SK Son, M Šiškins, C Mullan, J Yin, VG Kravets…","Graphene hot-electron light bulb: incandescence from hBN-encapsulated graphene in air",2017,"2D …","iopscience.iop.org","http://iopscience.iop.org/article/10.1088/2053-1583/aa97b5/meta","https://scholar.google.com/scholar?cites=1666592295189506756&as_sdt=5,33&sciodt=0,33&hl=en&num=20",639,"2018-12-02","","","","",,,,,5,5.00,1,6,1
2,"R Messina, SA Biehs, P Ben-Abdallah","Surface-mode-assisted amplification of radiative heat transfer between nanoparticles",2018,"Physical Review B","APS","https://journals.aps.org/prb/abstract/10.1103/PhysRevB.97.165437","https://scholar.google.com/scholar?cites=2572237233894519566&as_sdt=5,33&sciodt=0,33&hl=en&num=20",640,"2018-12-02","","","","",,,,,2,2.00,1,3,1
0,"P FACTOR","AN INVITATION TO SUBMIT YOUR WORK",,"nonlinmod.sgu.ru","","http://nonlinmod.sgu.ru/doc/doc2012_15.pdf","",641,"2018-12-02","PDF","","","",,,,,0,0.00,0,1,
4,"A Fiorino, D Thompson, L Zhu, B Song, P Reddy…","Giant Enhancement in Radiative Heat Transfer in Sub-30 nm Gaps of Plane Parallel Surfaces",2018,"Nano Letters","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.nanolett.8b00846","https://scholar.google.com/scholar?cites=10191853179578120997&as_sdt=5,33&sciodt=0,33&hl=en&num=20",642,"2018-12-02","","","","",,,,,4,4.00,1,6,1
0,"H Prod'homme, J Ordonez-Miranda, Y Ezzahri…","VO2-based radiative thermal transistor with a semi-transparent base",2018,"Journal of Quantitative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407317307896","",643,"2018-12-02","HTML","","","",,,,,0,0.00,0,4,1
0,"X Qichen, W Xi, Z Xiaojing, W Jianxiang","Effectiveness of Surface Polaritons in Performance Improvement of Near-field Thermophotovoltaic System with Metamaterial Radiator",,"Heat Transfer Research","dl.begellhouse.com","http://www.dl.begellhouse.com/journals/46784ef93dddff27,forthcoming,25378.html","",644,"2018-12-02","","","","",,,,,0,0.00,0,4,
1,"KL Nguyen, O Merchiers, PO Chapuis","Near-field radiative heat transfer in scanning thermal microscopy computed with the boundary element method",2017,"Journal of Quantitative …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0022407317301279","https://scholar.google.com/scholar?cites=17219838368052647909&as_sdt=5,33&sciodt=0,33&hl=en&num=20",645,"2018-12-02","HTML","","","",,,,,1,1.00,0,3,1
0,"Y Hu, C Mao","The study of an one-dimensional problem of heat conduction with inhomogeneous boundary conditions",2011,"Multimedia Technology (ICMT), 2011 …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6001719/","",646,"2018-12-02","","","","",,,,,0,0.00,0,2,7
0,"D MacMurray","OPTIMIZATION OF THE SPACING EFFECT OF THERMAL RADIATION FOR MICROSCALE THERMOPHOTOVOLTAIC DEVICES",2000,"… of the International Conference on Heat …","Begell House Publishers","","",647,"2018-12-02","CITATION","","","",,,,,0,0.00,0,1,18
0,"G CHEN","Heat Transfer at Intersects",2014,"日本伝熱学会論文集","jstage.jst.go.jp","https://www.jstage.jst.go.jp/article/tse/22/4/22_59/_article/-char/ja/","",648,"2018-12-02","","","","",,,,,0,0.00,0,1,4
0,"M Lim, J Song, SS Lee, BJ Lee","Tailoring near-field thermal radiation between metallo-dielectric multilayers using coupled surface plasmon polaritons",2018,"Nature communications","nature.com","https://www.nature.com/articles/s41467-018-06795-w","",649,"2018-12-02","HTML","","","",,,,,0,0.00,0,4,1
0,"S Ghassemi, JS Hammonds","Transition Layer Effect on Thermal Radiative Near Field Mode Emission",2005,"… with the ASME …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1585679","",650,"2018-12-02","","","","",,,,,0,0.00,0,2,13
0,"G Nemova, R Kashyap","Laser cooling of solids under the influence of surface phonon polaritons",2017,"JOSA B","osapublishing.org","https://www.osapublishing.org/abstract.cfm?uri=josab-34-2-483","",651,"2018-12-02","","","","",,,,,0,0.00,0,2,1
0,"A Datas, D Hirashima, K Hanamura","FDTD SIMULATION OF NEAR-FIELD RADIATIVE HEAT TRANSFER BETWEEN TWO SiC SLABS",,"researchgate.net","","https://www.researchgate.net/profile/Alejandro_Datas/publication/258048477_FDTD_SIMULATION_OF_NEAR-FIELD_RADIATIVE_HEAT_TRANSFER_BETWEEN_TWO_SiC_SLABS/links/0c960526c51593c2d9000000.pdf","",652,"2018-12-02","PDF","","","",,,,,0,0.00,0,3,
1,"AI Volokitin","Singular resonance in fluctuation-electromagnetic phenomena during the rotation of a nanoparticle near a surface",2018,"EPL (Europhysics Letters)","iopscience.iop.org","http://iopscience.iop.org/article/10.1209/0295-5075/122/14003/meta","https://scholar.google.com/scholar?cites=865963550633978647&as_sdt=5,33&sciodt=0,33&hl=en&num=20",653,"2018-12-02","","","","",,,,,1,1.00,1,1,1
0,"JS Hammonds","Application of a Parabolic Wave Equation to Sub-Micron Thermal Radiation Analysis",2003,"ASME 2003 Heat Transfer …","… .asmedigitalcollection.asme.org","http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=1580601","",654,"2018-12-02","","","","",,,,,0,0.00,0,1,15
